@relation data_159

@attribute idno numeric
@attribute y numeric
@attribute w numeric
@attribute x1 {0,1}
@attribute x2 {0,1}
@attribute x3 {0,1}
@attribute z1 {0,1}
@attribute z2 {0,1}
@attribute z3 {0,1}
@attribute z4 {0,1}
@attribute z5 {0,1}
@attribute z6 numeric
@attribute z7 {0,1}
@attribute z8 numeric
@attribute binaryClass {P,N}

@data
11392,2,0.791,0,1,0,0,1,0,0,0,7,0,-2,N
11393,1,0.899,0,0,1,0,0,0,0,0,8,0,1.6,P
11395,2,0.751,0,1,0,0,0,0,0,0,8,1,-2.4,N
11397,2,0.791,0,1,0,0,1,0,0,0,9,0,-2.3,P
11398,2,1.499,0,0,1,0,0,0,0,0,11,1,-2.7,N
11400,1,0.395,0,1,0,0,1,0,0,0,10,0,-2.2,P
11401,2,0.81,0,1,0,0,1,0,0,0,6,0,-1.4,P
11402,0,0.81,0,0,0,0,1,0,0,0,4,0,-1,P
11403,1,0.791,0,0,0,0,0,0,1,0,11,0,-1.7,N
11405,2,1.528,0,1,0,0,0,0,0,0,11,0,-2.7,N
11408,0,1.186,0,1,0,0,1,0,0,0,7,0,-2.3,P
11413,2,0.81,0,0,0,1,0,0,0,0,8,0,-0.9,N
11415,2,0.791,0,0,0,1,1,0,0,0,9,0,-2.4,N
11416,2,0.791,0,1,0,0,1,0,0,0,5,0,-1.7,P
11418,2,0.376,0,0,0,0,1,0,0,0,6,1,-1.7,P
11423,2,2.378,0,1,0,0,1,0,0,0,5,1,-0.5,P
11429,2,0.751,0,0,0,1,1,0,0,0,3,1,-2,P
11432,2,0.791,0,0,0,1,0,1,0,0,9,0,-1.9,N
11438,1,0.791,0,1,0,1,1,0,0,0,6,0,-2.2,N
11441,1,0.751,0,0,1,1,0,0,0,0,8,1,-2.4,N
11442,2,0.376,0,1,0,1,1,0,0,0,9,1,-2.4,N
11453,2,1.127,0,0,0,0,0,0,0,0,6,1,-2.1,N
11454,2,0.592,0,0,0,0,0,0,0,0,10,0,1.4,P
11455,2,0.395,0,0,1,0,1,0,0,0,9,0,-1.6,N
11457,2,0.899,0,0,1,1,0,0,0,0,7,0,1.8,N
11462,1,2.696,0,0,1,0,0,0,0,0,12,0,2.1,N
11463,2,0.751,0,1,0,0,0,1,0,0,6,1,-2.4,P
11466,2,1.189,0,1,0,0,1,0,0,0,8,1,-0.5,N
11467,2,1,0,0,1,0,0,0,0,0,4,1,-2.9,N
11469,2,0.81,0,0,0,1,0,0,0,0,10,0,-0.8,P
11470,0,2.973,0,0,0,1,1,0,0,0,6,1,0.2,P
11472,0,1.127,0,1,0,0,1,0,0,0,5,1,-2.1,N
11473,2,0.395,0,0,0,1,0,0,0,0,11,0,-1.6,P
11474,2,0.81,0,0,1,1,0,0,1,0,2,0,-0.7,P
11475,2,0.791,0,1,0,1,0,0,0,0,10,0,-2,P
11476,2,1.317,0,0,1,0,0,0,1,1,8,1,2.3,N
11477,2,1.784,0,1,0,0,0,0,0,0,9,1,-0.2,P
11478,2,0.376,0,1,0,0,1,0,0,0,5,1,-1.9,P
11482,1,0.751,0,0,1,0,1,0,0,0,9,1,-2.4,P
11483,2,1.798,0,0,1,0,0,0,0,0,8,0,2.4,P
11485,2,0.751,0,1,0,0,0,0,1,1,9,1,-2.2,P
11486,2,1.189,0,1,0,0,0,0,0,0,9,1,0.1,N
11487,2,3.595,0,0,1,0,0,0,0,0,8,0,1.7,P
11488,2,1.186,0,1,0,0,1,0,0,0,9,0,-2.5,N
11492,2,0.913,0,1,0,0,0,0,0,0,8,1,-1.4,P
11493,2,0.382,0,0,0,0,0,0,0,0,8,0,-2.9,N
11494,2,0.791,0,0,1,0,0,0,0,0,8,0,-2.4,N
11495,2,0.791,0,0,0,0,0,0,1,1,6,0,-2.1,P
11496,1,0.913,0,0,0,0,1,0,0,0,7,1,-1.5,N
11499,2,1.317,0,0,1,0,0,0,1,0,7,1,1.5,P
11500,1,1.214,0,1,0,0,0,0,0,0,6,0,-1.3,N
11503,1,1.146,0,0,1,0,0,0,0,0,10,0,-2.8,N
11505,1,0.395,0,1,0,0,0,0,0,0,9,0,-1.6,P
11507,2,0.791,0,0,1,0,0,0,0,0,9,0,-2.3,P
11523,1,0.899,0,0,1,0,0,0,1,1,10,0,1.7,P
11527,2,0.751,0,0,0,0,0,0,0,0,8,1,-2.4,N
11539,1,1.127,0,1,0,0,0,0,0,0,8,1,-2.4,N
11549,1,0.791,0,0,1,1,1,0,0,0,11,0,-2.2,N
11550,1,0.659,0,0,0,1,0,0,0,0,6,1,2.2,N
11551,2,0.405,0,1,0,0,0,0,0,0,7,0,-0.7,N
11554,2,2.241,0,0,0,1,0,0,0,0,4,0,0.4,N
11556,1,0.376,0,1,0,1,0,0,0,0,8,1,-1.9,N
11557,2,1.369,0,1,0,1,1,0,0,0,6,1,-1,N
11559,2,0.751,0,0,0,1,1,0,0,0,4,1,-2,P
11560,2,0.913,0,0,0,1,0,0,0,0,9,1,-1.1,N
11561,2,1.798,0,0,1,1,0,0,0,0,6,0,2.1,P
11568,2,0.56,0,1,0,0,0,0,0,0,5,0,-0.1,P
11569,2,0.81,0,1,0,0,1,0,0,0,10,0,-1.4,N
11570,1,0.899,0,0,1,0,0,0,0,0,5,0,2.3,P
11572,2,0.81,0,1,0,0,0,0,0,0,12,0,-0.9,P
11574,2,1.2,0,1,0,0,0,0,1,0,5,1,1.1,P
11575,2,0.791,0,0,0,0,1,0,0,0,6,0,-1.7,N
11576,2,2.499,0,0,1,1,1,0,0,0,6,1,-2.7,P
11577,1,1.317,0,0,0,1,0,0,0,0,8,1,3.3,P
11578,2,0.764,0,1,0,1,1,0,0,0,9,0,-2.9,N
11579,2,0.913,0,0,0,1,0,0,1,1,9,1,-0.8,P
11597,1,0.81,0,1,0,0,0,0,0,0,10,0,-1.1,N
11604,2,0.382,0,1,0,0,1,0,0,0,3,0,-3.2,P
11606,2,0.592,0,0,1,0,0,0,1,0,2,0,1.3,P
11612,1,1.146,0,1,0,0,0,0,0,0,8,0,-3.1,P
11618,2,0.81,0,1,0,0,0,0,1,1,10,0,-0.9,N
11622,2,0.456,0,0,0,0,1,0,0,0,7,1,-1.3,N
11623,1,0.395,0,0,1,0,0,0,0,0,10,0,-2.3,P
11626,2,1.777,0,0,1,0,0,0,0,0,6,0,1.1,P
11627,1,1.189,0,0,0,1,0,0,0,0,9,1,-0.5,N
11628,0,1.127,0,0,0,0,1,0,0,0,3,1,-1.6,N
11630,2,0.405,0,1,0,0,0,0,0,0,10,0,-0.8,P
11632,0,1.189,0,1,0,0,1,0,0,0,3,1,0.1,P
11634,2,1.798,0,1,0,0,0,0,0,0,10,0,2.2,P
11636,2,0.405,0,1,0,0,0,0,0,0,9,0,-0.8,P
11640,1,0.6,0,0,1,0,0,0,0,0,8,1,1.2,P
11641,2,1.185,0,0,1,0,0,0,0,0,7,0,1.3,P
11645,1,2.634,0,0,1,0,0,1,0,0,5,1,1.7,P
11647,2,0.791,0,0,0,1,0,0,0,0,9,0,-2.5,N
11654,2,0.899,0,0,1,1,0,0,1,0,4,0,3.1,P
11656,2,1.121,0,0,1,1,0,0,0,0,6,0,-0.5,P
11659,1,0.6,0,1,0,0,0,0,0,0,8,1,0.8,P
11660,2,1.185,0,0,1,0,1,0,0,0,5,0,1.2,P
11662,1,0.899,0,0,1,0,0,0,0,0,8,0,2.8,N
11664,2,1.317,0,0,1,0,0,0,1,0,2,1,2.3,P
11666,2,0.395,0,0,1,1,1,0,0,0,7,0,-1.8,P
11675,2,0.913,0,0,0,1,0,0,0,0,9,1,-1.1,N
11677,1,0.382,0,0,1,1,0,0,0,0,9,0,-2.8,N
11692,2,0.81,0,0,0,1,0,0,1,0,9,0,-1.5,N
11696,2,0.791,0,0,1,0,0,1,0,0,8,0,-1.8,P
11698,1,0.595,0,1,0,0,0,0,1,0,12,1,0.3,N
11702,1,0.56,0,1,0,0,0,0,0,0,9,0,-0.3,P
11703,1,1.317,0,0,1,0,0,0,1,0,7,1,1.8,N
11706,2,0.376,0,1,0,0,1,0,0,0,11,1,-2.2,P
11707,2,1.2,0,1,0,0,1,0,0,0,7,1,1.3,N
11708,2,0.405,0,0,0,0,1,0,0,0,9,0,-1.4,N
11715,1,0.751,0,1,0,0,0,0,0,0,6,1,-1.9,P
11716,2,2.241,0,0,0,0,0,0,0,0,8,0,-0.2,N
11717,2,0.456,0,1,0,1,1,0,0,0,6,1,-0.8,N
11719,2,0.6,0,1,0,0,0,0,0,0,8,1,0.7,P
11723,2,0.376,0,0,1,0,0,0,1,0,7,1,-2.3,N
11724,2,0.791,0,0,1,0,0,0,0,0,9,0,-2,N
11725,2,0.456,0,1,0,0,0,0,1,0,10,1,-0.6,P
11727,2,0.899,0,0,1,0,0,0,1,0,6,0,2.4,P
11728,2,0.899,0,0,1,0,0,0,0,0,8,0,2.5,P
11734,2,0.6,0,1,0,0,0,0,0,0,10,1,0.9,P
11735,2,1.186,0,1,0,0,1,0,0,0,4,0,-1.8,P
11737,2,1.121,0,1,0,0,0,0,0,0,9,0,0.2,P
11738,2,1.528,0,0,1,0,1,0,0,0,11,0,-2.7,P
11739,2,0.913,0,1,0,0,0,0,0,0,10,1,-0.6,N
11741,2,2.372,0,1,0,0,1,0,0,0,11,0,-2,N
11742,1,1.2,0,0,0,0,0,0,0,0,9,1,0.8,N
11743,2,1.121,0,1,0,0,0,0,0,0,10,0,-0.1,N
11746,1,1.146,0,1,0,0,1,0,0,0,7,0,-2.8,P
11748,1,0.913,0,1,0,0,0,0,1,1,11,1,-0.9,P
11749,1,1.121,0,0,0,0,0,0,0,0,8,0,-0.4,P
11750,2,1.528,0,1,0,0,0,0,0,0,8,0,-2.8,P
11760,1,0.81,0,0,0,1,0,0,0,0,3,0,-1.4,P
11768,2,1.999,0,0,1,0,0,0,0,0,6,1,-3,P
11770,2,0.395,0,1,0,0,0,0,0,0,10,0,-2.4,N
11771,2,1.502,0,0,0,0,1,0,0,0,10,1,-2.4,P
11775,2,0.81,0,1,0,0,0,1,0,0,5,0,-1.4,N
11781,2,0.913,0,1,0,0,1,0,0,0,2,1,-0.8,P
11784,2,0.913,0,0,1,1,1,0,0,0,3,1,-0.9,N
11787,1,2.629,0,0,0,1,0,0,0,0,8,1,-2.1,P
11789,2,1.127,0,1,0,0,1,0,0,0,9,1,-2.5,N
11791,2,0.899,0,0,1,1,0,0,0,0,7,0,2.3,P
11792,2,0.395,0,1,0,1,1,0,0,0,5,0,-2,N
11795,2,1.369,0,0,0,0,0,1,0,0,5,1,-0.8,N
11797,2,0.395,0,0,0,1,0,0,0,0,8,0,-1.8,P
11798,1,0.81,0,0,0,1,0,0,0,0,9,0,-0.9,P
11799,2,1.127,0,1,0,0,1,0,0,0,8,1,-2.5,N
11803,2,1.146,0,0,0,0,1,0,0,0,7,0,-2.8,P
11805,2,0.456,0,0,0,0,0,0,0,0,11,1,-1.4,N
11814,1,0.913,0,0,0,0,0,0,1,0,10,1,-1.1,N
11823,2,0.751,0,0,0,1,0,0,1,1,8,1,-2,N
11826,2,1.127,0,1,0,1,1,0,0,0,8,1,-1.9,N
11827,1,0.6,0,0,0,1,0,0,0,0,11,1,1.3,N
11837,2,1.186,0,1,0,0,0,0,0,0,9,0,-2.2,N
11839,2,1.528,0,1,0,0,0,0,0,0,8,0,-3.1,P
11840,0,1.499,0,1,0,0,0,0,0,0,6,1,-3,P
11844,2,1.8,0,1,0,0,0,0,1,0,9,1,0.7,P
11845,2,0.395,0,1,0,0,1,0,0,0,10,0,-2.5,P
11846,1,1.121,0,0,1,1,0,0,0,0,8,0,0.4,P
11849,2,0.751,0,0,0,1,1,0,0,0,9,1,-2.5,N
11851,2,1.127,0,0,1,1,1,0,0,0,8,1,-2.4,P
11852,2,0.395,0,0,0,1,0,0,1,0,8,0,-2.5,N
11856,2,0.764,0,1,0,0,0,0,0,0,9,0,-2.7,N
11858,2,1.681,0,0,0,0,0,0,0,0,6,0,0.1,P
11860,2,0.456,0,1,0,0,0,0,1,1,9,1,-1,N
11863,2,0.81,0,0,0,1,0,0,1,1,8,0,-1.2,P
11866,2,0.791,0,0,0,1,1,0,0,0,9,0,-2.2,N
11867,2,1.499,0,0,0,1,0,0,0,0,8,1,-3,N
11870,2,0.791,0,0,0,0,1,0,0,0,9,0,-2.5,N
11872,2,0.395,0,0,1,0,0,0,0,0,8,0,-2.5,P
11873,2,1.121,0,0,1,0,0,0,0,0,11,0,0.3,N
11874,2,0.751,0,1,0,0,1,0,0,0,6,1,-1.6,P
11876,2,1.146,0,1,0,0,0,1,0,0,8,0,-2.8,N
11877,2,0.751,0,1,0,0,0,0,1,0,3,1,-1.8,P
11886,1,1.317,0,0,1,0,0,0,0,0,8,1,2.6,P
11887,0,0.791,0,0,0,0,1,0,0,0,10,0,-1.6,P
11889,2,0.751,0,1,0,0,1,0,0,0,7,1,-2,P
11892,1,0.913,0,0,0,0,1,0,0,0,5,1,-1.2,P
11894,1,0.751,0,1,0,1,0,0,1,0,7,1,-1.8,N
11895,2,1.189,0,1,0,0,0,0,0,0,8,1,-0.5,N
11898,0,1.369,0,0,0,0,1,0,0,0,9,1,-1.2,P
11900,2,0.395,0,0,1,0,0,0,0,0,11,0,-2,P
11901,0,1,0,0,0,0,0,0,1,0,5,1,-2.6,N
11903,0,0.595,0,1,0,0,1,0,0,0,5,1,0.4,P
11906,2,1.528,0,1,0,0,0,0,1,0,9,0,-2.6,N
11914,2,0.913,0,0,0,1,0,0,1,0,8,1,-1.4,N
11915,2,1.146,0,0,1,0,0,0,0,0,8,0,-2.8,N
11918,1,0.899,0,0,1,1,1,0,0,0,6,0,1.7,N
11921,2,0.456,0,0,0,1,1,0,0,0,9,1,-1.2,N
11927,2,0.456,0,0,0,1,0,0,0,0,5,1,-0.9,N
11929,0,0.376,0,0,0,1,0,0,0,0,7,1,-2.3,N
11938,2,0.81,0,0,1,0,0,0,1,0,8,0,-1.4,P
11939,2,0.899,0,0,1,0,0,0,1,0,12,0,2.3,P
11941,2,0.791,0,0,0,0,1,0,0,0,8,0,-2.5,N
11944,1,0.899,0,0,1,0,0,0,0,0,9,0,2.2,P
11946,2,1.185,0,0,1,0,0,0,1,0,6,0,1.2,P
11947,2,0.751,0,1,0,0,1,0,0,0,8,1,-2,P
11948,2,0.56,0,0,0,1,1,0,0,0,5,0,0.1,P
11951,2,1.127,0,1,0,0,1,0,0,0,8,1,-2.4,N
11952,2,1.127,0,0,1,0,1,0,0,0,9,1,-2.5,P
11953,1,0.395,0,0,0,0,0,0,0,0,12,0,-2.3,N
11954,2,1.619,0,0,0,0,0,0,0,0,11,0,-1.3,P
11955,2,1.185,0,1,0,1,1,0,0,0,2,0,1.1,P
11959,2,0.592,0,0,0,0,1,0,0,0,10,0,0.5,P
11962,2,0.395,0,0,1,0,0,0,0,0,10,0,-2.3,P
11971,2,0.791,0,0,1,0,0,0,1,0,10,0,-2.1,P
11972,2,1.189,0,1,0,0,0,1,0,0,11,1,-0.1,N
11975,0,0.595,0,0,0,0,0,0,1,1,7,1,-0.5,P
11979,1,0.791,0,0,0,0,0,0,0,0,10,0,-2.4,N
11983,2,1.499,0,0,0,0,0,1,0,0,11,1,-2.7,N
11984,2,1.127,0,1,0,0,0,0,0,0,9,1,-1.7,P
11986,0,1.825,0,0,0,0,0,1,0,0,3,1,-1.1,P
11989,2,0.376,0,0,1,0,0,0,0,0,6,1,-2.5,P
11990,0,0.395,0,0,1,0,1,0,0,0,8,0,-2,P
11991,2,1.214,0,0,0,0,0,0,0,0,6,0,-0.9,P
12004,1,0.791,0,0,1,0,0,0,0,0,9,0,-1.6,P
12005,2,0.376,0,1,0,0,0,0,0,0,12,1,-2.2,N
12006,1,1.189,0,1,0,0,0,0,0,0,6,1,0,P
12007,2,0.405,0,0,0,0,0,0,0,0,8,0,-1,N
12011,2,0.659,0,0,1,0,1,0,0,0,3,1,2.3,P
12014,2,1.2,0,0,1,0,1,0,0,0,5,1,1.1,N
12016,2,1.189,0,0,0,0,0,0,1,0,10,1,-0.5,N
12017,2,1.499,0,0,0,0,0,0,0,0,9,1,-2.9,N
12025,2,0.595,0,0,0,1,0,0,1,0,11,1,-0.5,N
12027,2,0.659,0,0,1,0,0,0,0,0,6,1,1.9,P
12028,2,0.395,0,1,0,1,0,0,0,0,7,0,-2.2,P
12030,2,1.369,0,1,0,0,0,0,0,0,5,1,-1.3,N
12031,2,1.146,0,0,0,1,0,0,0,0,9,0,-2.9,N
12034,2,1.784,0,0,0,1,0,0,1,0,3,1,-0.3,N
12038,2,1.499,0,0,0,1,0,0,0,0,7,1,-2.9,P
12040,2,0.81,0,0,0,1,0,0,0,0,9,0,-0.8,N
12041,1,0.405,0,0,1,0,0,0,0,0,10,0,-0.7,N
12042,1,0.395,0,0,0,1,1,0,0,0,8,0,-2.1,N
12046,2,0.791,0,1,0,0,0,0,0,0,7,0,-1.7,P
12049,2,0.913,0,0,0,0,0,0,0,0,7,1,-0.8,N
12050,1,1.2,0,0,0,0,0,1,0,0,10,1,0.8,P
12051,1,0.395,0,1,0,0,1,0,0,0,5,0,-1.9,N
12053,1,1.189,0,0,0,0,0,0,0,0,8,1,-0.4,P
12056,1,1,0,1,0,1,1,0,0,0,9,1,-2.9,N
12066,2,1.369,0,0,0,1,1,0,0,0,3,1,-0.8,P
12068,2,0.751,0,1,0,1,1,0,0,0,5,1,-2.3,N
12076,2,0.592,0,0,1,1,1,0,0,0,7,0,1.4,P
12078,0,0.5,0,0,1,0,0,0,0,0,7,1,-3.1,P
12079,2,1.185,0,0,1,0,0,0,0,0,8,0,0.8,P
12080,2,0.791,0,1,0,0,0,0,1,1,9,0,-2,N
12082,2,1.798,0,0,1,0,0,0,0,0,4,0,2.5,P
12084,2,1.777,0,0,0,0,0,0,0,0,11,0,0.9,N
12085,2,1.502,0,1,0,0,0,0,0,0,6,1,-2.1,P
12087,2,1.317,0,0,1,0,0,0,1,0,7,1,2.3,P
12089,2,1.825,0,1,0,0,1,0,0,0,6,1,-1.5,P
12096,1,0.751,0,0,0,0,0,0,0,0,11,1,-2,N
12098,2,1.2,0,0,0,0,0,0,1,0,6,1,1,P
12107,1,1.825,0,0,0,0,0,0,0,0,10,1,-0.9,P
12109,2,0.595,0,0,0,0,0,1,0,0,3,1,-0.3,P
12110,2,0.81,0,0,0,0,1,0,0,0,7,0,-1.2,P
12112,2,2.254,0,1,0,0,1,0,0,0,5,1,-2,P
12113,2,1,0,0,0,0,0,0,0,0,10,1,-2.6,P
12118,2,1.127,0,1,0,0,1,0,0,0,7,1,-2.5,N
12123,2,0.376,0,1,0,0,1,0,0,0,6,1,-2.2,N
12124,2,1.189,0,0,0,0,1,0,0,0,6,1,-0.4,P
12125,0,0.913,0,1,0,0,0,0,0,0,1,1,-1.3,P
12126,2,0.899,0,0,1,0,1,0,0,0,1,0,1.8,N
12127,2,1.185,0,0,0,0,0,0,0,0,8,0,0.8,N
12129,2,0.81,0,0,0,0,1,0,0,0,6,0,-0.7,P
12130,0,1.317,0,0,1,0,0,0,1,0,5,1,2.6,P
12132,2,0.81,0,0,0,0,1,0,0,0,5,0,-1.4,N
12136,1,0.659,0,0,1,1,0,0,1,0,9,1,3.2,N
12137,1,0.405,0,0,0,1,0,0,1,0,8,0,-1.2,N
12138,2,0.899,0,0,1,1,0,0,0,0,8,0,1.8,P
12140,2,0.405,0,0,0,1,1,0,0,0,9,0,-1.1,N
12143,2,1.777,0,0,1,0,0,0,0,0,10,0,1.4,P
12148,2,1.127,0,1,0,0,0,0,0,0,7,1,-2,N
12156,2,0.456,0,1,0,1,1,0,0,0,6,1,-0.9,N
12158,2,0.395,0,1,0,1,0,0,0,0,9,0,-1.7,P
12164,2,0.791,0,0,1,1,1,0,0,0,10,0,-2.5,N
12166,2,0.592,0,0,1,1,1,0,0,0,7,0,0.9,P
12171,1,0.376,0,0,0,1,0,0,1,0,11,1,-1.8,N
12175,2,0.81,0,0,0,1,1,0,0,0,7,0,-0.7,N
12176,2,0.592,0,0,1,1,0,0,0,0,7,0,0.8,P
12182,2,0.791,0,0,0,0,1,0,0,0,10,0,-1.9,N
12183,2,0.6,0,0,0,0,0,1,0,0,6,1,1.1,P
12186,0,0.595,0,1,0,0,1,0,0,0,2,1,0.1,N
12195,1,0.913,0,0,0,0,0,0,1,0,10,1,-0.7,P
12197,2,0.595,0,1,0,0,1,0,0,0,5,1,-0.5,P
12201,2,1.185,0,0,1,0,0,1,0,0,10,0,1.4,P
12207,1,0.791,0,1,0,0,0,0,1,0,11,0,-1.8,P
12208,2,1.499,0,1,0,0,0,0,1,0,6,1,-2.6,P
12211,2,0.913,0,1,0,0,1,0,0,0,7,1,-1.1,P
12218,2,0.405,0,1,0,0,1,0,0,0,2,0,-0.9,N
12220,2,0.81,0,1,0,0,0,0,0,0,12,0,-0.8,N
12221,1,0.791,0,0,1,0,0,0,0,0,9,0,-2.5,P
12222,2,0.56,0,0,0,0,0,0,0,0,10,0,-0.4,P
12224,2,1.189,0,0,1,0,0,0,0,0,9,1,0,P
12226,1,0.764,0,1,0,0,0,0,1,1,9,0,-2.6,N
12227,2,0.791,0,1,0,0,0,0,1,0,9,0,-2.4,N
12230,2,0.791,0,0,0,0,0,0,0,0,10,0,-2,N
12246,0,1.185,0,0,1,0,0,0,0,0,4,0,0.8,P
12248,2,0.456,0,1,0,0,1,0,0,0,12,1,-1.3,P
12250,2,0.751,0,0,0,0,0,0,0,0,9,1,-1.7,N
12254,1,0.764,0,1,0,0,0,1,0,0,9,0,-2.8,P
12255,2,0.899,0,0,1,0,0,0,0,0,9,0,2.2,P
12256,2,0.913,0,1,0,0,1,0,0,0,4,1,-1.2,P
12258,1,0.405,0,1,0,0,0,0,1,0,9,0,-1,N
12266,2,2.241,0,0,1,0,1,0,0,0,4,0,0.4,P
12269,1,0.395,0,0,1,1,0,0,0,0,11,0,-2,N
12272,2,1.499,0,1,0,1,1,0,0,0,7,1,-2.7,N
12273,2,0.5,0,1,0,0,0,1,0,0,7,1,-3.1,P
12276,2,1.2,0,0,1,1,0,0,1,0,9,1,0.8,P
12279,2,0.376,0,1,0,1,0,0,0,0,7,1,-1.6,P
12282,2,0.595,0,0,0,1,0,0,0,0,11,1,-0.2,N
12289,1,0.751,0,1,0,0,0,0,0,0,9,1,-1.9,N
12295,2,0.913,0,1,0,0,1,0,0,0,6,1,-0.6,P
12298,2,1.681,0,0,0,0,0,0,0,0,1,0,-0.5,P
12301,2,1.777,0,0,0,1,0,0,0,0,6,0,0.9,P
12304,1,0.791,0,0,0,1,1,0,0,0,7,0,-2.4,N
12307,1,0.913,0,1,0,1,0,0,0,0,4,1,-0.8,N
12308,1,1.186,0,0,1,1,0,0,1,0,10,0,-1.7,N
12311,2,0.791,0,0,0,1,1,0,0,0,6,0,-2,N
12313,2,0.751,0,0,0,1,0,0,0,0,9,1,-2,N
12315,2,0.376,0,0,0,1,0,0,0,0,9,1,-2.3,N
12320,2,1.185,0,1,0,0,0,0,1,0,10,0,0.7,P
12321,2,0.791,0,1,0,0,1,0,0,0,9,0,-1.6,N
12323,2,0.764,0,1,0,0,1,0,0,0,8,0,-3.1,P
12324,2,0.791,0,1,0,0,0,0,0,0,7,0,-2.4,N
12327,0,1.502,0,1,0,0,1,0,0,0,7,1,-1.9,P
12331,1,1.825,0,1,0,0,0,0,0,0,9,1,-0.8,N
12332,2,0.751,0,1,0,0,0,0,0,0,7,1,-1.9,N
12333,2,0.899,0,0,1,0,0,0,0,0,4,0,2.2,P
12337,1,2.499,0,1,0,0,0,0,1,0,11,1,-2.6,P
12338,2,1.186,0,0,0,0,0,0,1,1,8,0,-2.4,N
12339,2,0.395,0,0,0,0,0,1,0,0,8,0,-2.2,N
12342,2,1.784,0,0,0,0,1,0,0,0,1,1,-0.4,P
12347,2,1.185,0,0,1,1,0,0,0,0,10,0,1.2,P
12348,1,0.592,0,1,0,0,0,0,1,0,6,0,0.9,P
12349,2,0.405,0,0,1,0,1,0,0,0,1,0,-0.9,P
12350,2,1.214,0,1,0,0,0,1,0,0,7,0,-1.2,N
12351,0,0.376,0,0,0,1,0,0,0,0,6,1,-2,N
12352,2,0.899,0,0,0,0,0,0,1,0,5,0,1.7,P
12361,2,1.911,0,1,0,0,0,0,0,0,11,0,-2.6,N
12363,2,0.751,0,0,0,0,0,0,0,0,11,1,-1.9,N
12365,2,0.751,0,1,0,0,0,0,0,0,11,1,-2,P
12368,1,0.81,0,1,0,0,0,0,0,0,6,0,-1.2,P
12369,2,1.186,0,1,0,0,1,0,0,0,6,0,-2.4,P
12371,1,1.8,0,1,0,0,1,0,0,0,10,1,0.8,P
12376,1,1.499,0,0,1,0,1,0,0,0,8,1,-3.1,P
12379,2,0.913,0,0,0,1,1,0,0,0,7,1,-0.7,P
12381,1,0.764,0,1,0,0,0,0,0,0,6,0,-3,P
12383,2,0.791,0,0,0,1,1,0,0,0,8,0,-2.1,P
12386,2,1,0,1,0,0,0,0,0,0,8,1,-3.1,P
12388,1,1.681,0,1,0,1,1,0,0,0,6,0,-0.5,P
12405,2,0.791,0,0,1,1,0,0,0,0,10,0,-1.8,N
12409,2,0.6,0,0,1,1,0,0,1,0,7,1,1,N
12422,1,0.913,0,1,0,0,0,1,0,0,6,1,-0.8,N
12424,1,0.791,0,0,0,0,0,0,1,0,8,0,-1.9,N
12425,0,0.913,0,1,0,0,0,0,0,0,7,1,-0.7,P
12431,2,1.127,0,1,0,0,0,0,0,0,11,1,-2.5,N
12434,2,0.659,0,0,1,0,0,0,1,0,10,1,2.2,P
12435,2,1.8,0,1,0,0,0,0,1,0,10,1,1.3,N
12442,1,0.595,0,1,0,0,1,0,0,0,4,1,0.2,N
12443,2,1.2,0,1,0,0,0,0,1,0,10,1,1.2,P
12444,1,1.146,0,0,0,0,0,0,0,0,8,0,-2.9,N
12449,2,1.121,0,0,1,0,1,0,0,0,4,0,-0.2,P
12451,2,1.499,0,1,0,0,0,0,0,0,12,1,-3,P
12453,2,0.81,0,1,0,0,0,0,0,0,10,0,-1.5,N
12457,2,1.185,0,0,1,0,0,0,0,0,7,0,1.2,P
12459,2,1.502,0,1,0,0,1,0,0,0,5,1,-2.3,P
12467,2,0.913,0,1,0,0,0,0,1,0,9,1,-1.2,N
12468,2,0.751,0,1,0,0,0,0,0,0,8,1,-2.2,P
12469,2,0.751,0,1,0,0,1,0,0,0,7,1,-2.3,P
12472,2,1.214,0,0,0,0,0,0,0,0,10,0,-1.2,N
12480,2,1,0,0,0,1,1,0,0,0,9,1,-2.6,P
12496,2,1.121,0,1,0,0,1,0,0,0,4,0,-0.2,N
12499,2,1.798,0,0,1,0,1,0,0,0,1,0,2.4,P
12501,2,1.798,0,0,1,0,0,0,0,0,10,0,2.9,P
12502,2,1.185,0,0,0,0,0,0,0,0,7,0,1.4,P
12503,2,1.581,0,0,0,0,0,0,0,0,11,0,-2.3,N
12505,1,0.764,0,0,0,0,0,0,0,0,10,0,-2.6,P
12511,2,0.791,0,1,0,1,0,0,1,0,10,0,-1.8,N
12513,2,2.024,0,0,1,1,0,0,0,0,11,0,-1,P
12516,1,0.376,0,0,0,1,0,0,0,0,6,1,-1.9,N
12517,1,0.81,0,0,0,1,0,0,0,0,6,0,-1.2,P
12518,2,0.456,0,0,0,1,1,0,0,0,9,1,-0.9,N
12520,1,0.56,0,0,1,1,0,0,1,0,9,0,-0.4,N
12523,2,0.791,0,0,1,0,0,0,0,0,7,0,-2,N
12524,2,0.81,0,0,1,1,1,0,0,0,5,0,-0.8,N
12534,2,1.502,0,0,0,0,0,0,0,0,8,1,-2,N
12537,2,0.791,0,1,0,1,0,0,0,0,11,0,-1.6,N
12541,2,1.146,0,1,0,0,0,0,0,0,10,0,-2.8,N
